CNN,STREET,ST_TYPE,STREET_GC,FROM_ST,TO_ST,SPEEDLIMIT,SCHOOLZONE,SCHOOLZONE_LIMIT,MTAB_DATE,MTAB_MOTION,MTAB_RESO_TEXT,STATUS,WORKORDER,shape
223101,03RD,ST,,ARMSTRONG AVE,BANCROFT AVE,25,,,,,,,,"LINESTRING (-122.39355695021352 37.72697489186212, -122.39354592823155 37.72683279687304, -122.39377878525676 37.726312619932976, -122.39388930224949 37.726232452947606)"
225102,03RD,ST,,DONNER AVE,EGBERT AVE,25,,,,,,,,"LINESTRING (-122.3945189153336 37.72468819512096, -122.39480826836358 37.724053839194426, -122.39491294635783 37.72396762220917)"
197101,03RD,ST,,MARIN ST,CARGO WAY,30,,,,,,,,"LINESTRING (-122.38744310358317 37.74899981459834, -122.3873746466033 37.74891429160039, -122.38711071694149 37.74633080179439, -122.38716101095463 37.746152183812804)"
213101,03RD,ST,,PALOU AVE,QUESADA AVE,25,,,,,,,,"LINESTRING (-122.39095468379048 37.734008929091736, -122.3909397138098 37.7338610961029, -122.39113674884535 37.733297916163714, -122.3912312868404 37.73321831917721)"
212201,03RD,ST,,OAKDALE AVE,PALOU AVE,25,,,,,,,,"LINESTRING (-122.39068056574098 37.73479241600713, -122.39077741073501 37.73471833902027, -122.3909750527707 37.7341534370813, -122.39095468379048 37.734008929091736)"
214101,03RD,ST,,QUESADA AVE,REVERE AVE,25,,,,,,,,"LINESTRING (-122.3912312868404 37.73321831917721, -122.39121559685957 37.73307254518808, -122.39141259089516 37.73250946824892, -122.39150814389038 37.73242696626269)"
215201,03RD,ST,,REVERE AVE,SHAFTER AVE,25,,,,,,,,"LINESTRING (-122.39150814389038 37.73242696626269, -122.39162682288838 37.732290472282614, -122.3918069499209 37.73177559333821, -122.39178394994018 37.731638602347864)"
154000,03RD,AVE,,CLEMENT ST,GEARY BLVD,0,,,,,,,,"LINESTRING (-122.46119425161686 37.78308249917536, -122.46104960586202 37.781155320323066)"
226101,03RD,ST,,EGBERT AVE,FITZGERALD AVE,25,,,,,,,,"LINESTRING (-122.39491294635783 37.72396762220917, -122.39491009937473 37.72382504722075, -122.39514328239909 37.72331194728007, -122.39525144139378 37.72321739229579)"
170000,03RD,ST,,FOLSOM ST,SAINT FRANCIS PL,25,,,,,,,,"LINESTRING (-122.39891711883928 37.78377998656773, -122.39792972607819 37.78299295056043)"
166000,03RD,ST,,MISSION ST,MINNA ST,25,,,,,,,,"LINESTRING (-122.40201220609069 37.78624320559095, -122.4014766212194 37.785824267586335)"
228101,03RD,ST,,GILMAN AVE,HOLLISTER AVE,25,,,,,,,,"LINESTRING (-122.39560955543155 37.72242666238714, -122.39560166044788 37.722294961397466, -122.39583773147274 37.72177337945767, -122.39593062146609 37.72171093946965)"
206201,03RD,ST,,INNES AVE,NEWHALL ST,25,,,,,,,,"LINESTRING (-122.38901776044248 37.7395285044949, -122.38911837643607 37.73945386950842, -122.38932637647308 37.7388639595723, -122.3892968494922 37.73873698658062)"
171000,03RD,ST,,SAINT FRANCIS PL,HARRISON ST,25,,,,,,,,"LINESTRING (-122.39792972607819 37.78299295056043, -122.39737232521307 37.78254864655633)"
228201,03RD,ST,,GILMAN AVE,HOLLISTER AVE,25,,,,,,,,"LINESTRING (-122.39560955543155 37.72242666238714, -122.39573276742522 37.722321494404795, -122.39596369544911 37.72181498846343, -122.39593062146609 37.72171093946965)"
206102,03RD,ST,,NEWHALL ST,NEWHALL ST,30,,,,,,,,"LINESTRING (-122.38910020347876 37.73910771853571, -122.3892075534979 37.7388032255686, -122.3892968494922 37.73873698658062)"
201000,03RD,ST,,DAVIDSON AVE,EVANS AVE,30,,,,,,,,"LINESTRING (-122.38761624719048 37.74352298406301, -122.38791314524141 37.742698211152764)"
203201,03RD,ST,,FAIRFAX AVE,GALVEZ AVE,25,,,,,,,,"LINESTRING (-122.3881871372945 37.7418841192399, -122.38828775628811 37.741809485253405, -122.38849221432451 37.74122966131618, -122.3884626873436 37.741102688324546)"
211201,03RD,ST,,NEWCOMB AVE,OAKDALE AVE,25,,,,,,,,"LINESTRING (-122.39040305769088 37.735585577921405, -122.39050180368527 37.735506071935134, -122.3906992837209 37.734941640996134, -122.39068056574098 37.73479241600713)"
231201,03RD,ST,,JAMESTOWN AVE,KEY AVE,25,,,,,,,,"LINESTRING (-122.39660382053674 37.720225971641284, -122.39672087952981 37.720134388657335, -122.39696137555518 37.719602982718754, -122.39694114657335 37.71947163772811)"
229201,03RD,ST,,HOLLISTER AVE,INGERSON AVE,25,,,,,,,,"LINESTRING (-122.39593062146609 37.72171093946965, -122.39603443745992 37.72162976248388, -122.39628393748653 37.72107620054777, -122.3962596365016 37.72097658955423)"
232101,03RD,ST,,KEY AVE,LE CONTE AVE,25,,,,,,,,"LINESTRING (-122.39694114657335 37.71947163772811, -122.39692137159507 37.71930920574006, -122.3973402065832 37.71886899380691, -122.39746552956905 37.718829416819304)"
207101,03RD,ST,,NEWHALL ST,KIRKWOOD AVE,25,,,,,,,,"LINESTRING (-122.3892968494922 37.73873698658062, -122.38927064050917 37.73862428558803, -122.38948483754731 37.738016723653764, -122.38957417354163 37.737950452665764)"
175000,03RD,ST,,BRYANT ST,TABER PL,25,,,,,,,,"LINESTRING (-122.3958302865866 37.78131631054525, -122.39550454066534 37.781057195542814)"
211101,03RD,ST,,NEWCOMB AVE,OAKDALE AVE,25,,,,,,,,"LINESTRING (-122.39040305769088 37.735585577921405, -122.39038695170994 37.73544098993216, -122.39058507174578 37.734874739993316, -122.39068056574098 37.73479241600713)"
220101,03RD,ST,,WILLIAMS AVE,LANE ST,25,,,,,,,,"LINESTRING (-122.39261133008958 37.72927351160342, -122.39259564610872 37.72912771361431, -122.39269023512601 37.72885518064371)"
227101,03RD,ST,,FITZGERALD AVE,GILMAN AVE,25,,,,,,,,"LINESTRING (-122.39525144139378 37.72321739229579, -122.3952388044124 37.72307250230683, -122.39549682343706 37.72252452637083, -122.39560955543155 37.72242666238714)"
153000,03RD,AVE,,CORNWALL ST,CLEMENT ST,0,,,,,,,,"LINESTRING (-122.46132317338072 37.784951939031245, -122.46119425161686 37.78308249917536)"
183000,03RD,ST,,CHANNEL ST,TERRY A FRANCOIS BLVD,30,,,,,,,,"LINESTRING (-122.3902013559615 37.77671849551312, -122.39003530001226 37.77649490851944, -122.39001182903894 37.77629519853417)"
233101,03RD,ST,,LE CONTE AVE,BAY SHORE BLVD,25,,,,,,,,"LINESTRING (-122.39746552956905 37.718829416819304, -122.39748029757907 37.718723524829166, -122.39796777156968 37.71817278491013)"
181000,03RD,ST,,KING ST,BERRY ST,25,,,,,,,,"LINESTRING (-122.3918273135558 37.77812075151626, -122.39110820672971 37.777548330510925)"
163000,03RD,ST,,MARKET ST,STEVENSON ST,25,,,,,,,,"LINESTRING (-122.4034175867189 37.78763690157887, -122.40332942677465 37.78726968160263, -122.40301497885075 37.78701947160029)"
223201,03RD,ST,,ARMSTRONG AVE,BANCROFT AVE,25,,,,,,,,"LINESTRING (-122.39355695021352 37.72697489186212, -122.39366495520596 37.72690034287611, -122.3938978102312 37.72638016493602, -122.39388930224949 37.726232452947606)"
200101,03RD,ST,,CUSTER AVE,DAVIDSON AVE,30,,,,,,,,"LINESTRING (-122.38735940114437 37.74425446298394, -122.38734047816322 37.744115541994, -122.38751972819588 37.74360134004954, -122.38761624719048 37.74352298406301)"
230101,03RD,ST,,INGERSON AVE,JAMESTOWN AVE,25,,,,,,,,"LINESTRING (-122.3962596365016 37.72097658955423, -122.39623953051571 37.72088038256072, -122.39651129954386 37.720284272629705, -122.39660382053674 37.720225971641284)"
169000,03RD,ST,,CLEMENTINA ST,FOLSOM ST,25,,,,,,,,"LINESTRING (-122.39944661071036 37.78420869357113, -122.39891711883928 37.78377998656773)"
177000,03RD,ST,,SOUTH PARK,VARNEY PL,25,,,,,,,,"LINESTRING (-122.39505173977497 37.78069561353954, -122.39461825087994 37.78034944853642)"
184000,03RD,ST,,TERRY A FRANCOIS BLVD,04TH ST,30,,,,,,,,"LINESTRING (-122.39001182903894 37.77629519853417, -122.3897035294755 37.772925848789455)"
178000,03RD,ST,,VARNEY PL,BRANNAN ST,25,,,,,,,,"LINESTRING (-122.39461825087994 37.78034944853642, -122.39428682496023 37.780084783534)"
198201,03RD,ST,,CARGO WAY,BURKE AVE,30,,,,,,,,"LINESTRING (-122.38716101095463 37.746152183812804, -122.3872072819727 37.74593615183403, -122.38715444106597 37.74519761889115, -122.38711531508713 37.745065496899166)"
200202,03RD,ST,,PHELPS ST,DAVIDSON AVE,30,,,,,,,,"LINESTRING (-122.38749553914678 37.744057135010145, -122.38764013517314 37.74364234105492, -122.38761624719048 37.74352298406301)"
200201,03RD,ST,,CUSTER AVE,PHELPS ST,30,,,,,,,,"LINESTRING (-122.38735940114437 37.74425446298394, -122.38746559014136 37.744143044000886, -122.38749553914678 37.744057135010145)"
186201,03RD,ST,,16TH ST,MARIPOSA ST,30,,,,,,,,"LINESTRING (-122.38907531926765 37.76689870324068, -122.38912510227449 37.76677531525447, -122.3888882895849 37.76440077543303, -122.3888274996037 37.76431705943549)"
187201,03RD,ST,,MARIPOSA ST,18TH ST,30,,,,,,,,"LINESTRING (-122.38884864760057 37.76431672043706, -122.38890215060339 37.764223183448685, -122.38879256974701 37.76312435453133, -122.38873536276496 37.76304316353385)"
185000,03RD,ST,,16TH ST,04TH ST,30,,,,,,,,"LINESTRING (-122.38908589526613 37.76689853424143, -122.3897035294755 37.772925848789455)"
244000,04TH,AVE,,BALBOA ST,CABRILLO ST,0,,,,,,,,"LINESTRING (-122.46185501718581 37.7773268566964, -122.46172020642209 37.775462458839755)"
256000,04TH,ST,,FOLSOM ST,SHIPLEY ST,25,,,,,,,,"LINESTRING (-122.4011465057101 37.78201932087565, -122.40059985784244 37.78158271987169)"
239000,04TH,AVE,,CALIFORNIA ST,CORNWALL ST,0,,,,,,,,"LINESTRING (-122.46242822117995 37.785261183086604, -122.46240307922538 37.78490192111425)"
269000,04TH,ST,,KING ST,BERRY ST,0,,,,,,,,"LINESTRING (-122.39408526441999 37.77637891782476, -122.39334191360031 37.775782368819634)"
255000,04TH,ST,,CLEMENTINA ST,FOLSOM ST,25,,,,,,,,"LINESTRING (-122.40168299058017 37.78244779787955, -122.4011465057101 37.78201932087565)"
264000,04TH,ST,,FREELON ST,BRANNAN ST,25,,,,,,,,"LINESTRING (-122.39704850470238 37.77874610684603, -122.396517425831 37.77832188584221)"
257000,04TH,ST,,SHIPLEY ST,CLARA ST,25,,,,,,,,"LINESTRING (-122.40059985784244 37.78158271987169, -122.40013642395468 37.7812125748683)"
251000,04TH,ST,,JESSIE ST,MISSION ST,25,,,,,,,,"LINESTRING (-122.40478184783203 37.78490335390366, -122.40425365796084 37.78447379890046)"
267000,04TH,ST,,TOWNSEND ST,JEWETT ST,25,,,,,,,,"LINESTRING (-122.39496826920613 37.777084385831046, -122.39452771431282 37.776732451827925)"
242000,04TH,AVE,,GEARY BLVD,ANZA ST,0,,,,,,,,"LINESTRING (-122.46212605570706 37.781106054405775, -122.46198914795069 37.77918177055384)"
238000,04TH,AVE,,LAKE ST,CALIFORNIA ST,0,,,,,,,,"LINESTRING (-122.46253333199002 37.78676310797089, -122.46242822117995 37.785261183086604)"
248000,04TH,AVE,,IRVING ST,PARNASSUS AVE,0,,,,,,,,"LINESTRING (-122.46094448483521 37.764266958703075, -122.46082974504276 37.76262270282984)"
258000,04TH,ST,,CLARA ST,HARRISON ST,25,,,,,,,,"LINESTRING (-122.40013642395468 37.7812125748683, -122.39960301908387 37.780786536864454)"
253000,04TH,ST,,MINNA ST,HOWARD ST,25,,,,,,,,"LINESTRING (-122.40369853909418 37.7840394918957, -122.40269494033531 37.78325428988703)"
272000,04TH,ST,,CHANNEL ST,03RD ST,0,,,,,,,,"LINESTRING (-122.39189829994447 37.77467541680548, -122.3897035294755 37.772925848789455)"
240000,04TH,AVE,,CORNWALL ST,CLEMENT ST,0,,,,,,,,"LINESTRING (-122.46240307922538 37.78490192111425, -122.46226554346266 37.78303339725762)"
243000,04TH,AVE,,ANZA ST,BALBOA ST,0,,,,,,,,"LINESTRING (-122.46198914795069 37.77918177055384, -122.46185501718581 37.7773268566964)"
266000,04TH,ST,,BLUXOME ST,TOWNSEND ST,25,,,,,,,,"LINESTRING (-122.3957307420215 37.77769347383652, -122.39496826920613 37.777084385831046)"
265000,04TH,ST,,BRANNAN ST,BLUXOME ST,25,,,,,,,,"LINESTRING (-122.396517425831 37.77832188584221, -122.3957307420215 37.77769347383652)"
252000,04TH,ST,,MISSION ST,MINNA ST,25,,,,,,,,"LINESTRING (-122.40425365796084 37.78447379890046, -122.40369853909418 37.7840394918957)"
245000,04TH,AVE,,CABRILLO ST,FULTON ST,0,,,,,,,,"LINESTRING (-122.46172020642209 37.775462458839755, -122.46160653362134 37.7738903129606)"
259000,04TH,ST,,HARRISON ST,PERRY ST,25,,,,,,,,"LINESTRING (-122.39960301908387 37.780786536864454, -122.39906642121372 37.7803579418606)"
271000,04TH,ST,,CHANNEL ST,CHANNEL ST,0,,,,,,,,"LINESTRING (-122.39233299283929 37.77502191780862, -122.39189829994447 37.77467541680548)"
263000,04TH,ST,,WELSH ST,FREELON ST,25,,,,,,,,"LINESTRING (-122.39752569458683 37.779127277849504, -122.39704850470238 37.77874610684603)"
262000,04TH,ST,,BRYANT ST,WELSH ST,25,,,,,,,,"LINESTRING (-122.3980467274585 37.77956196485171, -122.39752569458683 37.779127277849504)"
260000,04TH,ST,,PERRY ST,STILLMAN ST,25,,,,,,,,"LINESTRING (-122.39906642121372 37.7803579418606, -122.39858630733004 37.77997445385713)"
249000,04TH,ST,,MARKET ST,STEVENSON ST,25,,,,,,,,"LINESTRING (-122.40581779758021 37.785739042910556, -122.40522249772472 37.7852601519065)"
250000,04TH,ST,,STEVENSON ST,JESSIE ST,25,,,,,,,,"LINESTRING (-122.40522249772472 37.7852601519065, -122.40478184783203 37.78490335390366)"
247000,04TH,AVE,,HUGO ST,IRVING ST,0,,,,,,,,"LINESTRING (-122.4610099027169 37.7652043966308, -122.46094448483521 37.764266958703075)"
254000,04TH,ST,,HOWARD ST,CLEMENTINA ST,25,,,,,,,,"LINESTRING (-122.40269494033531 37.78325428988703, -122.40168299058017 37.78244779787955)"
270002,04TH,ST,,BERRY ST,CHANNEL ST,0,,,,,,,,"LINESTRING (-122.39334191360031 37.775782368819634, -122.39233299283929 37.77502191780862)"
241000,04TH,AVE,,CLEMENT ST,GEARY BLVD,0,,,,,,,,"LINESTRING (-122.46226554346266 37.78303339725762, -122.46212605570706 37.781106054405775)"
274000,04TH,ST,,ILLINOIS ST,END: 1400-1599 BLOCK,0,,,,,,,,"LINESTRING (-122.38865280372977 37.77208821478183, -122.38803782087851 37.771597940777355)"
261000,04TH,ST,,STILLMAN ST,BRYANT ST,25,,,,,,,,"LINESTRING (-122.39858630733004 37.77997445385713, -122.3980467274585 37.77956196485171)"
246000,04TH,AVE,,LINCOLN WAY,HUGO ST,0,,,,,,,,"LINESTRING (-122.46107632259671 37.76615614055744, -122.4610099027169 37.7652043966308)"
273000,04TH,ST,,03RD ST,ILLINOIS ST,0,,,,,,,,"LINESTRING (-122.3897035294755 37.772925848789455, -122.38865280372977 37.77208821478183)"
268000,04TH,ST,,JEWETT ST,KING ST,25,,,,,,,,"LINESTRING (-122.39452771431282 37.776732451827925, -122.39408526441999 37.77637891782476)"
302000,05TH,ST,,HARRISON ST,PERRY ST,0,,,,,,,,"LINESTRING (-122.40183006095478 37.77902718617207, -122.40129888908336 37.77860338716824)"
307000,05TH,ST,,BLUXOME ST,TOWNSEND ST,0,,,,,,,,"LINESTRING (-122.39795626289236 37.77593627514386, -122.39719309707708 37.77532729813837)"
290000,05TH,ST,,STEVENSON ST,JESSIE ST,0,,,,,,,,"LINESTRING (-122.40746959759021 37.78352397221363, -122.40717141366223 37.78328704621135)"
309000,05TH,ST,,JEWETT ST,KING ST,0,,,,,,,,"LINESTRING (-122.39675648318273 37.77497889013518, -122.39633959228362 37.774646214132176)"
308000,05TH,ST,,TOWNSEND ST,JEWETT ST,0,,,,,,,,"LINESTRING (-122.39719309707708 37.77532729813837, -122.39675648318273 37.77497889013518)"
276000,05TH,AVE,,LAKE ST,CALIFORNIA ST,0,,,,,,,,"LINESTRING (-122.46360471983547 37.78671663805305, -122.46348979003723 37.785125597175316)"
275000,05TH,AVE,,START: 1-99 BLOCK,LAKE ST,0,,,,,,,,"LINESTRING (-122.46374647358662 37.78867892290227, -122.46360471983547 37.78671663805305)"
300000,05TH,ST,,SHIPLEY ST,CLARA ST,0,,,,,,,,"LINESTRING (-122.40282740371333 37.779823578179304, -122.40236427882549 37.77945377017598)"
285000,05TH,AVE,,HUGO ST,IRVING ST,0,,,,,,,,"LINESTRING (-122.4620827175623 37.76515682171302, -122.46201732068057 37.764219897785274)"
303000,05TH,ST,,PERRY ST,BRYANT ST,0,,,,,,,,"LINESTRING (-122.40129888908336 37.77860338716824, -122.40028454732885 37.77779406516082)"
288000,05TH,AVE,,KIRKHAM ST,END: 1500-1599 BLOCK,0,,,,,,,,"LINESTRING (-122.46175698115088 37.76049429107248, -122.46174039918134 37.76025247709114, -122.46166228322765 37.75995336711002, -122.46152674126172 37.759834138109994, -122.4613180033002 37.75977050209994, -122.46110112132902 37.75980103208161, -122.46095497034105 37.75988589606398, -122.46082095333705 37.760093046037156, -122.46066969635903 37.76009790602572, -122.46059286538144 37.76000327502793, -122.46060977239608 37.75985527004129, -122.46056555342786 37.75963799805594, -122.46037707249123 37.759333417067204)"
310000,05TH,ST,,KING ST,BERRY ST,0,,,,,,,,"LINESTRING (-122.39633959228362 37.774646214132176, -122.3955634494716 37.77402590612662)"
277000,05TH,AVE,,CALIFORNIA ST,CORNWALL ST,0,,,,,,,,"LINESTRING (-122.46348979003723 37.785125597175316, -122.46346994507208 37.78485087819644)"
286000,05TH,AVE,,IRVING ST,JUDAH ST,0,,,,,,,,"LINESTRING (-122.46201732068057 37.764219897785274, -122.46188735191562 37.762357801928815)"
284000,05TH,AVE,,LINCOLN WAY,HUGO ST,0,,,,,,,,"LINESTRING (-122.4621489004426 37.76610498263994, -122.4620827175623 37.76515682171302)"
299000,05TH,ST,,FOLSOM ST,SHIPLEY ST,0,,,,,,,,"LINESTRING (-122.40337399558103 37.7802600261833, -122.40282740371333 37.779823578179304)"
293000,05TH,ST,,MISSION ST,MINNA ST,0,,,,,,,,"LINESTRING (-122.40646618883262 37.78272669020599, -122.4059181149651 37.78229119520185)"
280000,05TH,AVE,,GEARY BLVD,ANZA ST,0,,,,,,,,"LINESTRING (-122.46319745755191 37.781065223487424, -122.46306295879603 37.77913367063623)"
298000,05TH,ST,,CLEMENTINA ST,FOLSOM ST,0,,,,,,,,"LINESTRING (-122.40390766845091 37.78069410418652, -122.40337399558103 37.7802600261833)"
292000,05TH,ST,,JESSIE ST,MISSION ST,0,,,,,,,,"LINESTRING (-122.40700246370304 37.78315280421005, -122.40646618883262 37.78272669020599)"
296000,05TH,ST,,HOWARD ST,TEHAMA ST,0,,,,,,,,"LINESTRING (-122.40492013320667 37.78149456319455, -122.40439046833492 37.78107165119066)"
281000,05TH,AVE,,ANZA ST,BALBOA ST,0,,,,,,,,"LINESTRING (-122.46306295879603 37.77913367063623, -122.46292756703146 37.77727779377875)"
297000,05TH,ST,,TEHAMA ST,CLEMENTINA ST,0,,,,,,,,"LINESTRING (-122.40439046833492 37.78107165119066, -122.40390766845091 37.78069410418652)"
287000,05TH,AVE,,JUDAH ST,KIRKHAM ST,0,,,,,,,,"LINESTRING (-122.46188735191562 37.762357801928815, -122.46175698115088 37.76049429107248)"
279000,05TH,AVE,,CLEMENT ST,GEARY BLVD,0,,,,,,,,"LINESTRING (-122.4633373023085 37.78298426234, -122.46319745755191 37.781065223487424)"
283000,05TH,AVE,,CABRILLO ST,FULTON ST,0,,,,,,,,"LINESTRING (-122.462791529268 37.775412967922044, -122.46267057447827 37.77375481104943)"
289000,05TH,ST,,MARKET ST,STEVENSON ST,0,,,,,,,,"LINESTRING (-122.40805333344929 37.78398654121817, -122.40746959759021 37.78352397221363)"
291000,05TH,ST,,JESSIE ST,JESSIE ST,0,,,,,,,,"LINESTRING (-122.40717141366223 37.78328704621135, -122.40700246370304 37.78315280421005)"
282000,05TH,AVE,,BALBOA ST,CABRILLO ST,0,,,,,,,,"LINESTRING (-122.46292756703146 37.77727779377875, -122.462791529268 37.775412967922044)"
278000,05TH,AVE,,CORNWALL ST,CLEMENT ST,0,,,,,,,,"LINESTRING (-122.46346994507208 37.78485087819644, -122.4633373023085 37.78298426234)"
305000,05TH,ST,,WELSH ST,BRANNAN ST,0,,,,,,,,"LINESTRING (-122.39974937245839 37.77736704915692, -122.39874223770215 37.776563436149566)"
311000,05TH,ST,,BERRY ST,CHANNEL ST,0,,,,,,,,"LINESTRING (-122.3955634494716 37.77402590612662, -122.39462745069801 37.77327983811977)"
301000,05TH,ST,,CLARA ST,HARRISON ST,0,,,,,,,,"LINESTRING (-122.40236427882549 37.77945377017598, -122.40183006095478 37.77902718617207)"
306000,05TH,ST,,BRANNAN ST,BLUXOME ST,0,,,,,,,,"LINESTRING (-122.39874223770215 37.776563436149566, -122.39795626289236 37.77593627514386)"
304000,05TH,ST,,BRYANT ST,WELSH ST,0,,,,,,,,"LINESTRING (-122.40028454732885 37.77779406516082, -122.39974937245839 37.77736704915692)"
295000,05TH,ST,,NATOMA ST,HOWARD ST,0,,,,,,,,"LINESTRING (-122.40545306107765 37.78192007219838, -122.40492013320667 37.78149456319455)"
294000,05TH,ST,,MINNA ST,NATOMA ST,0,,,,,,,,"LINESTRING (-122.4059181149651 37.78229119520185, -122.40545306107765 37.78192007219838)"
325000,06TH,AVE,,KIRKHAM ST,LOCKSLEY AVE,0,,,,,,,,"LINESTRING (-122.46282869299638 37.76044731515459, -122.46277868108683 37.75973084420979)"
19000000,06TH,AVE,,J ST,R ST,0,,,,,,,,"LINESTRING (-122.37374873677034 37.721829018845064, -122.37282153180261 37.722751515701276, -122.37246727980964 37.723150261642544)"
19001000,06TH,AVE,,R ST,SPEAR AVE,0,,,,,,,,"LINESTRING (-122.37246727980964 37.723150261642544, -122.37169758282485 37.724016611514855, -122.37106367084796 37.72463835641735)"
